Grade,Subject,Unit,Chapter,Topic_ID,Topic,Concept,concept_code,CoreConcept,CooboTitles,Scriptwriting,MediaFile,Production,LengthofCoboo,test
9,Mathematics,Geometry,Coordinate Geometry,122283,Cartesian System,Fourth Quadrant in Coordinate System,newkg1561,Quadrants of Coordinate System in 2D,Quadrants of Coordinate System,4,1,2,0,7
9,Mathematics,Geometry,Coordinate Geometry,122283,Cartesian System,Positive and Negative Sides of x-axis,newkg1554,x-axis of Coordinate System in 2D,Quadrants of Coordinate System,2,0,0,0,4
9,Mathematics,Geometry,Coordinate Geometry,122283,Cartesian System,Positive and Negative Sides of y-axis,newkg1555,y-axis of Coordinate System in 2D,Quadrants of Coordinate System,3,0,4,3,5
9,Mathematics,Geometry,Heron's Formula,New,Area of Triangle Using Base and Height,Area of a Right Triangle,newkg1814,Area of a Triangle,Area of a Triangle,0,0,0,0,10
9,Mathematics,Geometry,Heron's Formula,New,Area of Triangle Using Base and Height,Area of an Equilateral Triangle,newkg1815,Area of a Triangle,Area of a Triangle,0,0,0,0,8
9,Mathematics,Geometry,Heron's Formula,New,Area of Triangle Using Base and Height,Area of an Isosceles Triangle,newkg1816,Area of a Triangle,Area of a Triangle,1,4,0,0,9
9,Mathematics,Geometry,Heron's Formula,122315,Area of a Triangle - by Heron's Formula,Heron's Formula,newkg1817,Area of a Triangle,Area of a Triangle,2,3,4,2,9
9,Mathematics,Geometry,Heron's Formula,122314,Area of Quadrilateral Using Heron's Formula,Area of Quadrilaterals using Heron's Formula,newkg1818,Heron's Formula,Heron's Formula,3,1,0,0,10
9,Mathematics,Geometry,Heron's Formula,122314,Area of Quadrilateral Using Heron's Formula,Area of Polygons using Heron's Formula,newkg1819,Heron's Formula,Heron's Formula,4,4,2,1,9
9,Mathematics,Geometry,Heron's Formula,122315,Area of a Triangle - by Heron's Formula,Semi-perimeter of a Triangle,newkg1812,Perimeter of a Triangle,Heron's Formula,3,1,3,3,7
9,Mathematics,Geometry,Heron's Formula,,,Triangle,newkg1810,Triangle,Heron's Formula,0,0,0,0,4
9,Mathematics,Geometry,Heron's Formula,122315,Area of a Triangle - by Heron's Formula,Perimeter of a Triangle,newkg1811,Triangle,Heron's Formula,1,1,0,0,8
9,Mathematics,Geometry,Heron's Formula,New,Area of Triangle Using Base and Height,Area of a Triangle,newkg1813,Triangle,Heron's Formula,1,3,4,0,5
9,Mathematics,Geometry,Introduction to Euclid's Geometry,122317,"Euclid's Definitions, Axioms and Postulates",Consistency of Axioms,newkg1599,Euclid's Axioms,Introduction to Euclid's Geometry,4,3,4,1,7
9,Mathematics,Geometry,Introduction to Euclid's Geometry,122317,"Euclid's Definitions, Axioms and Postulates",Euclidean Dimension,newkg1591,Euclid's Definitions,Introduction to Euclid's Geometry,2,1,3,2,10
9,Mathematics,Geometry,Introduction to Euclid's Geometry,122317,"Euclid's Definitions, Axioms and Postulates",Euclid's Definition of a Surface,newkg1592,Euclid's Definitions,Introduction to Euclid's Geometry,1,2,3,1,9
9,Mathematics,Geometry,Introduction to Euclid's Geometry,122317,"Euclid's Definitions, Axioms and Postulates",Euclid's Definition of a Line,newkg1593,Euclid's Definitions,Introduction to Euclid's Geometry,1,4,0,0,8
9,Mathematics,Geometry,Introduction to Euclid's Geometry,122317,"Euclid's Definitions, Axioms and Postulates",Euclid's Definition of a Point,newkg1594,Euclid's Definitions,Introduction to Euclid's Geometry,3,4,1,0,6
9,Mathematics,Geometry,Introduction to Euclid's Geometry,122317,"Euclid's Definitions, Axioms and Postulates",Euclid's Definition of a Plane Surface,newkg1595,Euclid's Definitions,Introduction to Euclid's Geometry,1,0,0,0,4
9,Mathematics,Geometry,Introduction to Euclid's Geometry,122317,"Euclid's Definitions, Axioms and Postulates",Euclid's Definition of a Straight Line,newkg1596,Euclid's Definitions,Introduction to Euclid's Geometry,2,4,4,2,4
9,Mathematics,Geometry,Introduction to Euclid's Geometry,122317,"Euclid's Definitions, Axioms and Postulates",Limitations of the Definitions Given by Euclid,newkg1597,Euclid's Definitions,Introduction to Euclid's Geometry,0,0,0,0,5
9,Mathematics,Geometry,Introduction to Euclid's Geometry,122317,"Euclid's Definitions, Axioms and Postulates",Euclidean Geometry,newkg1589,Euclidean Geometry,Euclidean Geometry,1,0,4,0,7
9,Mathematics,Geometry,Introduction to Euclid's Geometry,122317,"Euclid's Definitions, Axioms and Postulates",Euclid's Definitions,newkg1590,Euclidean Geometry,Euclidean Geometry,2,1,3,2,7
9,Mathematics,Geometry,Introduction to Euclid's Geometry,122317,"Euclid's Definitions, Axioms and Postulates",Euclid's Axioms,newkg1598,Euclidean Geometry,Euclidean Geometry,4,2,0,0,4
9,Mathematics,Geometry,Introduction to Euclid's Geometry,122317,"Euclid's Definitions, Axioms and Postulates",Five Postulates of Euclid,newkg1600,Euclidean Geometry,Euclidean Geometry,0,0,0,0,5
9,Mathematics,Geometry,Introduction to Euclid's Geometry,122316,Equivalent Versions of Euclid's Fifth Postulate,Limitations of Euclidean Geometry,newkg1609,Euclidean Geometry,Euclidean Geometry,0,0,0,0,10
9,Mathematics,Geometry,Introduction to Euclid's Geometry,122316,Equivalent Versions of Euclid's Fifth Postulate,Non-euclidean Geometry,newkg1610,Euclidean Geometry,Euclidean Geometry,1,0,0,0,4
9,Mathematics,Geometry,Introduction to Euclid's Geometry,122316,Equivalent Versions of Euclid's Fifth Postulate,Equivalent Versions of Euclid's Fifth Postulate,newkg1607,Fifth Postulates of Euclid,Euclid Postulates,3,1,0,0,6
9,Mathematics,Geometry,Introduction to Euclid's Geometry,122316,Equivalent Versions of Euclid's Fifth Postulate,Significance of Euclid's Fifth Postulate,newkg1608,Fifth Postulates of Euclid,Euclid Postulates,4,1,0,0,5
9,Mathematics,Geometry,Introduction to Euclid's Geometry,122317,"Euclid's Definitions, Axioms and Postulates",First Postulates of Euclid,newkg1601,Five Postulates of Euclid,Euclid Postulates,4,1,1,3,10
9,Mathematics,Geometry,Introduction to Euclid's Geometry,122317,"Euclid's Definitions, Axioms and Postulates",Second Postulates of Euclid,newkg1602,Five Postulates of Euclid,Euclid Postulates,0,0,0,0,8
9,Mathematics,Geometry,Introduction to Euclid's Geometry,122317,"Euclid's Definitions, Axioms and Postulates",Third Postulates of Euclid,newkg1603,Five Postulates of Euclid,Euclid Postulates,0,0,0,0,9
9,Mathematics,Geometry,Introduction to Euclid's Geometry,122317,"Euclid's Definitions, Axioms and Postulates",Fourth Postulates of Euclid,newkg1604,Five Postulates of Euclid,Euclid Postulates,2,1,4,4,4
9,Mathematics,Geometry,Introduction to Euclid's Geometry,122317,"Euclid's Definitions, Axioms and Postulates",Fifth Postulates of Euclid,newkg1605,Five Postulates of Euclid,Euclid Postulates,0,0,0,0,5
9,Mathematics,Geometry,Introduction to Euclid's Geometry,122316,Equivalent Versions of Euclid's Fifth Postulate,Euclidean Theorem for Intersection of Two Lines,newkg1606,Five Postulates of Euclid,Euclid Postulates,0,0,0,0,5
9,Mathematics,Algebra,Linear Equations in Two Variables,122287,Graph of a Linear Equation in Two Variables,Equations of Lines Passing through the Origin,newkg1584,Graph of a Linear Equation in Two Variables,Graph Of Linear Equations,0,0,0,0,9
9,Mathematics,Algebra,Linear Equations in Two Variables,122287,Graph of a Linear Equation in Two Variables,Equation of x-axis,newkg1585,Graph of a Linear Equation in Two Variables,Graph Of Linear Equations,4,2,0,0,4
9,Mathematics,Algebra,Linear Equations in Two Variables,122287,Graph of a Linear Equation in Two Variables,Equation of y-axis,newkg1586,Graph of a Linear Equation in Two Variables,Graph Of Linear Equations,0,0,0,0,4
9,Mathematics,Algebra,Linear Equations in Two Variables,122286,Equations of Lines Parallel to x-axis and y-axis,Equations of Lines Parallel to the x-axis,newkg1587,Graph of a Linear Equation in Two Variables,Graph Of Linear Equations,1,1,2,3,10
9,Mathematics,Algebra,Linear Equations in Two Variables,122286,Equations of Lines Parallel to x-axis and y-axis,Equations of Lines Parallel to the y-axis,newkg1588,Graph of a Linear Equation in Two Variables,Graph Of Linear Equations,1,3,4,2,5
9,Mathematics,Algebra,Linear Equations in Two Variables,122288,Linear Equations,Linear Equations,newkg1572,Linear Equations,Introduction To Linear Equations,2,3,2,3,10
9,Mathematics,Algebra,Linear Equations in Two Variables,122289,Solution of a Linear Equation,Solution of a Linear Equation,newkg1573,Linear Equations,Introduction To Linear Equations,3,4,0,0,7
9,Mathematics,Algebra,Linear Equations in Two Variables,122288,Linear Equations,Linear Equations in One Variable,newkg1574,Linear Equations,Introduction To Linear Equations,4,0,3,3,9
9,Mathematics,Algebra,Linear Equations in Two Variables,122289,Solution of a Linear Equation,Properties of Linear Equations,newkg1577,Linear Equations,Introduction To Linear Equations,4,1,0,0,10
9,Mathematics,Algebra,Linear Equations in Two Variables,122288,Linear Equations,Linear Equations in Two Variables,newkg1578,Linear Equations,Introduction To Linear Equations,3,4,0,0,6
9,Mathematics,Algebra,Linear Equations in Two Variables,122289,Solution of a Linear Equation,Solution of Linear Equation in One Variable,newkg1575,Linear Equations in One Variable,Linear Equations in One Variables,0,0,0,0,4
9,Mathematics,Algebra,Linear Equations in Two Variables,122289,Solution of a Linear Equation,Representation of Solution of Linear Equation in One Variable on Number Line,newkg1576,Linear Equations in One Variable,Linear Equations in Two Variables,4,4,0,2,7
9,Mathematics,Algebra,Linear Equations in Two Variables,122288,Linear Equations,Standard Form of Linear Equation in Two Variables,newkg1579,Linear Equations in Two Variables,Linear Equations in Two Variables,0,0,0,0,7
9,Mathematics,Algebra,Linear Equations in Two Variables,122288,Linear Equations,Conversion of Linear Equations in One Variable to Equations in Two Variables,newkg1580,Linear Equations in Two Variables,Linear Equations in Two Variables,1,3,1,4,6
9,Mathematics,Algebra,Linear Equations in Two Variables,122289,Solution of a Linear Equation,Solution of Linear Equations in Two Variables,newkg1581,Linear Equations in Two Variables,Linear Equations in Two Variables,3,2,0,0,5
9,Mathematics,Algebra,Linear Equations in Two Variables,122289,Solution of a Linear Equation,Infinite Solutions of a Linear Equation in Two Variables,newkg1582,Linear Equations in Two Variables,Linear Equations in Two Variables,1,1,0,0,9
9,Mathematics,Algebra,Linear Equations in Two Variables,122287,Graph of a Linear Equation in Two Variables,Graph of a Linear Equation in Two Variables,newkg1583,Linear Equations in Two Variables,Linear Equations in Two Variables,2,2,0,0,6
9,Mathematics,Geometry,Lines and Angles,122319,Angle Sum Property of a Triangle,Angle Sum Property of a Triangle,newkg1657,Transversal of Parallel Lines,Angle made by a transversal,4,0,3,1,7
9,Mathematics,Geometry,Lines and Angles,122324,Parallel Lines and a Transversal,Interior Angles of Transversal,newkg1641,Angles Made by a Transversal,Parallel Lines and a Transversal,4,0,2,1,6
9,Mathematics,Geometry,Lines and Angles,122324,Parallel Lines and a Transversal,Exterior Angles of Transversal,newkg1642,Angles Made by a Transversal,Parallel Lines and a Transversal,2,4,2,0,10
9,Mathematics,Geometry,Lines and Angles,122324,Parallel Lines and a Transversal,Pairs of Corresponding Angles of Transversal,newkg1643,Angles Made by a Transversal,Parallel Lines and a Transversal,0,0,0,0,7
9,Mathematics,Geometry,Lines and Angles,122324,Parallel Lines and a Transversal,Pairs of Alternate Interior Angles of Transversal,newkg1644,Angles Made by a Transversal,Parallel Lines and a Transversal,2,2,1,4,4
9,Mathematics,Geometry,Lines and Angles,122324,Parallel Lines and a Transversal,Pairs of Alternate Exterior Angles of Transversal,newkg1645,Angles Made by a Transversal,Parallel Lines and a Transversal,0,0,0,0,9
9,Mathematics,Geometry,Lines and Angles,122324,Parallel Lines and a Transversal,Pairs of Interior Angles on the Same Side of the Transversal,newkg1646,Angles Made by a Transversal,Parallel Lines and a Transversal,2,3,1,3,4
9,Mathematics,Geometry,Lines and Angles,122320,Basic Terms for Angles between Lines,Arms of an Angle,newkg1620,Angle Formed by Two Rays,Angle Formed by Two Rays,2,1,1,3,5
9,Mathematics,Geometry,Lines and Angles,122320,Basic Terms for Angles between Lines,Vertex of an Angle,newkg1621,Angle Formed by Two Rays,Angle Formed by Two Rays,4,3,0,3,5
9,Mathematics,Geometry,Lines and Angles,122320,Basic Terms for Angles between Lines,Types of Angle,newkg1622,Angle Formed by Two Rays,Angle Formed by Two Rays,0,0,0,0,8
9,Mathematics,Geometry,Lines and Angles,122320,Basic Terms for Angles between Lines,Related Angles,newkg1628,Angle Formed by Two Rays,Angle Formed by Two Rays,4,3,0,0,10
9,Mathematics,Geometry,Lines and Angles,122322,Lines Parallel to the same Line,Converse of Corresponding Angles Axiom,newkg1652,Finding Parallel Lines using Transversal,Finding Parallel Lines using Transversal,4,4,1,4,4
9,Mathematics,Geometry,Lines and Angles,122322,Lines Parallel to the same Line,Converse of Consecutive Interior Angles Theorem,newkg1653,Finding Parallel Lines using Transversal,Finding Parallel Lines using Transversal,4,0,0,1,8
9,Mathematics,Geometry,Lines and Angles,122322,Lines Parallel to the same Line,Converse of Alternate Interior Angles Theorem,newkg1654,Finding Parallel Lines using Transversal,Finding Parallel Lines using Transversal,0,0,0,0,10
9,Mathematics,Geometry,Lines and Angles,122324,Parallel Lines and a Transversal,Transversal Lines,newkg1639,Intersecting Lines,Different Types Of Lines,4,1,0,0,8
9,Mathematics,Geometry,Lines and Angles,122320,Basic Terms for Angles between Lines,Line,newkg1611,Line,Line,1,3,0,0,10
9,Mathematics,Geometry,Lines and Angles,122320,Basic Terms for Angles between Lines,Notation to Denote a Line,newkg1612,Line,Line,0,0,0,0,7
9,Mathematics,Geometry,Lines and Angles,122320,Basic Terms for Angles between Lines,Line Segment,newkg1613,Line,Line,3,2,0,0,4
9,Mathematics,Geometry,Lines and Angles,122320,Basic Terms for Angles between Lines,Ray,newkg1615,Line,Line,0,0,0,0,4
9,Mathematics,Geometry,Lines and Angles,122320,Basic Terms for Angles between Lines,"General Notation for Line, Line Segment and Ray",newkg1617,Line,Line,0,0,0,0,10
9,Mathematics,Geometry,Lines and Angles,122320,Basic Terms for Angles between Lines,Collinear and Non-collinear Points,newkg1618,Line,Line,4,1,1,0,6
9,Mathematics,Geometry,Lines and Angles,122320,Basic Terms for Angles between Lines,Angle Formed by Two Rays,newkg1619,Line,Line,2,4,0,0,4
9,Mathematics,Geometry,Lines and Angles,122321,Intersecting Lines and Non-intersecting Lines,Intersecting Lines,newkg1636,Line,Different Types Of Lines,3,1,1,3,8
9,Mathematics,Geometry,Lines and Angles,122321,Intersecting Lines and Non-intersecting Lines,Parallel Lines,newkg1637,Line,Different Types Of Lines,4,3,3,4,8
9,Mathematics,Geometry,Lines and Angles,122320,Basic Terms for Angles between Lines,Notation to Denote a Line Segment,newkg1614,Line Segment,Line,1,1,3,3,5
9,Mathematics,Geometry,Lines and Angles,122323,Pairs of Angles,Linear Pair Axiom,newkg1633,Linear Pair of Angles,Line,4,0,0,0,4
9,Mathematics,Geometry,Lines and Angles,122321,Intersecting Lines and Non-intersecting Lines,Distance between Two Parallel Lines,newkg1638,Parallel Lines,Parallel Lines,0,0,0,0,7
9,Mathematics,Geometry,Lines and Angles,122322,Lines Parallel to the same Line,Theorem Lines Which are Parallel to the Same Line are Parallel to Each Other,newkg1655,Parallel Lines,Parallel Lines,2,2,4,2,7
9,Mathematics,Geometry,Lines and Angles,122322,Lines Parallel to the same Line,Transitive Property of Parallel Lines,newkg1656,Parallel Lines,Parallel Lines,2,3,1,1,8
9,Mathematics,Geometry,Lines and Angles,122320,Basic Terms for Angles between Lines,Notation to Denote a Ray,newkg1616,Ray,Line,1,0,1,2,10
9,Mathematics,Geometry,Lines and Angles,122320,Basic Terms for Angles between Lines,Complementary Angles,newkg1629,Related Angles,Types Of Angles,1,4,0,1,8
9,Mathematics,Geometry,Lines and Angles,122320,Basic Terms for Angles between Lines,Supplementary Angles,newkg1630,Related Angles,Types Of Angles,3,2,0,0,8
9,Mathematics,Geometry,Lines and Angles,122320,Basic Terms for Angles between Lines,Adjacent Angles,newkg1631,Related Angles,Types Of Angles,1,3,4,3,5
9,Mathematics,Geometry,Lines and Angles,122323,Pairs of Angles,Linear Pair of Angles,newkg1632,Related Angles,Types Of Angles,4,2,0,0,5
9,Mathematics,Geometry,Lines and Angles,122323,Pairs of Angles,Vertically Opposite Angles,newkg1634,Related Angles,Types Of Angles,2,4,4,4,7
9,Mathematics,Geometry,Lines and Angles,122324,Parallel Lines and a Transversal,Angles Made by a Transversal,newkg1640,Transversal Lines,Transversal Lines,1,2,1,4,5
9,Mathematics,Geometry,Lines and Angles,122324,Parallel Lines and a Transversal,Transversal of Parallel Lines,newkg1647,Transversal Lines,Transversal Lines,1,0,3,0,5
9,Mathematics,Geometry,Lines and Angles,122324,Parallel Lines and a Transversal,Corresponding Angles Axiom,newkg1648,Transversal of Parallel Lines,Angles Made by a Transversal,2,0,4,2,5
9,Mathematics,Geometry,Lines and Angles,122324,Parallel Lines and a Transversal,Alternate Interior Angles Theorem,newkg1649,Transversal of Parallel Lines,Angles Made by a Transversal,1,1,0,0,10
9,Mathematics,Geometry,Lines and Angles,122324,Parallel Lines and a Transversal,Consecutive Interior Angles Theorem,newkg1650,Transversal of Parallel Lines,Angles Made by a Transversal,2,3,0,0,6
9,Mathematics,Geometry,Lines and Angles,122322,Lines Parallel to the same Line,Finding Parallel Lines Using Transversal,newkg1651,Transversal of Parallel Lines,Finding Parallel Lines using Transversal,4,3,3,3,6
9,Mathematics,Geometry,Lines and Angles,122319,Angle Sum Property of a Triangle,Exterior Angle Theorem for Triangles,newkg1658,Transversal of Parallel Lines,Angles Made by a Transversal,1,3,1,3,8
9,Mathematics,Geometry,Lines and Angles,122320,Basic Terms for Angles between Lines,Acute Angle,newkg1623,Types of Angle,Different Types Of Angles,3,1,2,0,8
9,Mathematics,Geometry,Lines and Angles,122320,Basic Terms for Angles between Lines,Right Angle,newkg1624,Types of Angle,Different Types Of Angles,3,1,0,0,10
9,Mathematics,Geometry,Lines and Angles,122320,Basic Terms for Angles between Lines,Obtuse Angle,newkg1625,Types of Angle,Different Types Of Angles,0,0,0,0,10
9,Mathematics,Geometry,Lines and Angles,122320,Basic Terms for Angles between Lines,Straight Angle,newkg1626,Types of Angle,Different Types Of Angles,1,4,0,0,6
9,Mathematics,Geometry,Lines and Angles,122320,Basic Terms for Angles between Lines,Reflex Angle,newkg1627,Types of Angle,Different Types Of Angles,1,1,0,0,5
9,Mathematics,Geometry,Lines and Angles,122323,Pairs of Angles,Vertical Angle Theorem,newkg1635,Vertically Opposite Angles,Different Types Of Angles,0,0,0,0,7
9,Mathematics,Arithmetic,Number Systems,122293,Operations on Real Numbers,Basic Properties of Algebraic Operations on Real Numbers,newkg1468,Algebraic Operations on Real Numbers,Algebraic Operations on Real Numbers,1,4,0,0,6
9,Mathematics,Arithmetic,Number Systems,122293,Operations on Real Numbers,Rationalisation of Denominator,newkg1477,Algebraic Operations on Real Numbers,Algebraic Operations on Real Numbers,1,3,0,0,4
9,Mathematics,Arithmetic,Number Systems,122292,Exponents and Surds,Square Root of a Real Number,newkg1478,Algebraic Operations on Real Numbers,Algebraic Operations on Real Numbers,0,0,0,0,10
9,Mathematics,Arithmetic,Number Systems,122292,Exponents and Surds,nth Root of a Real Number,newkg1481,Algebraic Operations on Real Numbers,Algebraic Operations on Real Numbers,1,2,2,2,8
9,Mathematics,Arithmetic,Number Systems,122292,Exponents and Surds,Laws of Exponents for Real Numbers,newkg1484,Algebraic Operations on Real Numbers,Algebraic Operations on Real Numbers,3,0,0,0,7
9,Mathematics,Arithmetic,Number Systems,122292,Exponents and Surds,Laws of Exponents for Real Numbers when Exponents Are Fractions,newkg1485,Algebraic Operations on Real Numbers,Algebraic Operations on Real Numbers,4,0,1,3,5
9,Mathematics,Arithmetic,Number Systems,122293,Operations on Real Numbers,Sum of Rational and Irrational Numbers,newkg1469,Basic Properties of Algebraic Operations on Real Numbers,Sum Of Algebraic Operations on Real Numbers,1,1,0,0,4
9,Mathematics,Arithmetic,Number Systems,122293,Operations on Real Numbers,Difference of Rational and Irrational Numbers,newkg1470,Basic Properties of Algebraic Operations on Real Numbers,Sum Of Algebraic Operations on Real Numbers,1,2,2,2,9
9,Mathematics,Arithmetic,Number Systems,122293,Operations on Real Numbers,Sum of Two Irrational Numbers,newkg1471,Basic Properties of Algebraic Operations on Real Numbers,Sum Of Algebraic Operations on Real Numbers,4,1,0,2,7
9,Mathematics,Arithmetic,Number Systems,122293,Operations on Real Numbers,Difference of Two Irrational Numbers,newkg1472,Basic Properties of Algebraic Operations on Real Numbers,Sum Of Algebraic Operations on Real Numbers,3,2,4,1,6
9,Mathematics,Arithmetic,Number Systems,122293,Operations on Real Numbers,Multiplication of Rational and Irrational Numbers,newkg1473,Basic Properties of Algebraic Operations on Real Numbers,Product Of Rational And Irrational Numbers,1,4,0,4,7
9,Mathematics,Arithmetic,Number Systems,122293,Operations on Real Numbers,Division of Rational and Irrational Numbers,newkg1474,Basic Properties of Algebraic Operations on Real Numbers,Product Of Rational And Irrational Numbers,2,3,4,2,5
9,Mathematics,Arithmetic,Number Systems,122293,Operations on Real Numbers,Multiplication of Two Irrational Numbers,newkg1475,Basic Properties of Algebraic Operations on Real Numbers,Product Of Rational And Irrational Numbers,3,1,0,0,7
9,Mathematics,Arithmetic,Number Systems,122293,Operations on Real Numbers,Division of Two Irrational Numbers,newkg1476,Basic Properties of Algebraic Operations on Real Numbers,Product Of Rational And Irrational Numbers,1,1,3,0,9
9,Mathematics,Arithmetic,Number Systems,122294,Real Numbers and their Decimal Expansions,Representation of Rational Numbers as Terminating Decimal,newkg1462,Decimal Representation of Rational Numbers,Decimal Representation of Rational Numbers,0,0,0,0,8
9,Mathematics,Arithmetic,Number Systems,122294,Real Numbers and their Decimal Expansions,Representation of Rational Numbers as Non-terminating Decimal,newkg1463,Decimal Representation of Rational Numbers,Decimal Representation of Rational Numbers,2,1,0,0,9
9,Mathematics,Arithmetic,Number Systems,122294,Real Numbers and their Decimal Expansions,Decimal Representation of Rational Numbers,newkg1461,Decimal Representation of Real Numbers,Decimal Representation of Rational Numbers,0,0,0,0,4
9,Mathematics,Arithmetic,Number Systems,122294,Real Numbers and their Decimal Expansions,Decimal Representation of Irrational Numbers,newkg1464,Decimal Representation of Real Numbers,Decimal Representation of Rational Numbers,3,4,0,0,7
9,Mathematics,Arithmetic,Number Systems,122291,Irrational Numbers,Need for Irrational Numbers,newkg1452,Irrational Numbers,Irrational Numbers,4,2,0,0,6
9,Mathematics,Arithmetic,Number Systems,122291,Irrational Numbers,Transcendental Numbers,newkg1454,Irrational Numbers,Irrational Numbers,3,0,3,1,5
9,Mathematics,Arithmetic,Number Systems,122295,Representing Real Numbers on the Number Line,Representation of Irrational Numbers on Number Line,newkg1456,Irrational Numbers,Irrational Numbers,3,4,0,0,8
9,Mathematics,Arithmetic,Number Systems,122294,Real Numbers and their Decimal Expansions,Irrational Numbers between Two Rational Numbers,newkg1465,Irrational Numbers,Irrational Numbers,3,2,3,4,8
9,Mathematics,Arithmetic,Number Systems,122290,Basic Number Systems,Co-prime Numbers,newkg1445,Natural Numbers,Number System,0,0,0,0,9
9,Mathematics,Arithmetic,Number Systems,122292,Exponents and Surds,Surds,newkg1482,Nth Root of a Real Number,Nth Root of a Real Number,1,4,0,0,4
9,Mathematics,Arithmetic,Number Systems,122292,Exponents and Surds,Radical Sign,newkg1483,Nth Root of a Real Number,Nth Root of a Real Number,2,0,0,0,9
9,Mathematics,Arithmetic,Number Systems,122290,Basic Number Systems,Number System,newkg1438,Number System,Number System,1,1,4,3,7
9,Mathematics,Arithmetic,Number Systems,122290,Basic Number Systems,Number Line,newkg1439,Number System,Number System,2,1,2,0,7
9,Mathematics,Arithmetic,Number Systems,122290,Basic Number Systems,Natural Numbers,newkg1440,Number System,Number System,2,2,4,1,7
9,Mathematics,Arithmetic,Number Systems,122290,Basic Number Systems,Whole Numbers,newkg1441,Number System,Number System,0,0,0,0,10
9,Mathematics,Arithmetic,Number Systems,122290,Basic Number Systems,Integers,newkg1442,Number System,Number System,4,2,2,3,9
9,Mathematics,Arithmetic,Number Systems,122290,Basic Number Systems,Rational Numbers,newkg1443,Number System,Rational Numbers,3,0,4,2,5
9,Mathematics,Arithmetic,Number Systems,122290,Basic Number Systems,Subsets in Number System,newkg1446,Number System,Number System,0,0,0,0,8
9,Mathematics,Arithmetic,Number Systems,122291,Irrational Numbers,Real Numbers,newkg1453,Number System,Number System,4,0,0,0,9
9,Mathematics,Arithmetic,Number Systems,122290,Basic Number Systems,Equivalent Rational Numbers,newkg1444,Rational Numbers,Rational Numbers,3,2,1,3,7
9,Mathematics,Arithmetic,Number Systems,122290,Basic Number Systems,Rational Numbers between Two Rational Numbers,newkg1447,Rational Numbers,Rational Numbers,1,0,4,4,5
9,Mathematics,Arithmetic,Number Systems,122291,Irrational Numbers,Irrational Numbers,newkg1451,Rational Numbers,Rational Numbers,3,1,0,0,8
9,Mathematics,Arithmetic,Number Systems,122290,Basic Number Systems,Method of Means to Find Rational Numbers between Two Rational Numbers,newkg1448,Rational Numbers between Two Rational Numbers,Rational Numbers between Two Rational Numbers,3,1,0,0,5
9,Mathematics,Arithmetic,Number Systems,122290,Basic Number Systems,Rational Numbers between Two Rational Numbers using Common Denominator,newkg1449,Rational Numbers between Two Rational Numbers,Rational Numbers between Two Rational Numbers,3,1,2,4,5
9,Mathematics,Arithmetic,Number Systems,122290,Basic Number Systems,Infinite Rational Numbers between Two Rational Numbers,newkg1450,Rational Numbers between Two Rational Numbers,Rational Numbers between Two Rational Numbers,4,4,0,0,8
9,Mathematics,Arithmetic,Number Systems,122291,Irrational Numbers,Unique Representation of Real Numbers on Number Line,newkg1455,Real Numbers,Real Numbers,0,0,0,0,8
9,Mathematics,Arithmetic,Number Systems,122294,Real Numbers and their Decimal Expansions,Decimal Representation of Real Numbers,newkg1460,Real Numbers,Real Numbers,2,2,4,3,7
9,Mathematics,Arithmetic,Number Systems,122294,Real Numbers and their Decimal Expansions,Representing Real Numbers on the Number Line by Successive Magnification Method,newkg1466,Real Numbers,Real Numbers,0,0,0,0,5
9,Mathematics,Arithmetic,Number Systems,122293,Operations on Real Numbers,Algebraic Operations on Real Numbers,newkg1467,Real Numbers,Real Numbers,0,0,0,0,6
9,Mathematics,Arithmetic,Number Systems,122295,Representing Real Numbers on the Number Line,Representation of Square Root of Two on Number Line,newkg1457,Representation of Irrational Numbers on Number Line,Representation of Irrational Numbers on Number Line,2,1,2,2,7
9,Mathematics,Arithmetic,Number Systems,122295,Representing Real Numbers on the Number Line,Representation of Square Root of Three on Number Line,newkg1458,Representation of Irrational Numbers on Number Line,Representation of Irrational Numbers on Number Line,1,0,4,3,4
9,Mathematics,Arithmetic,Number Systems,122295,Representing Real Numbers on the Number Line,Square Root Spiral,newkg1459,Representation of Irrational Numbers on Number Line,Representation of Irrational Numbers on Number Line,1,0,4,2,4
9,Mathematics,Arithmetic,Number Systems,122295,Representing Real Numbers on the Number Line,Representation of Square Root of a Real Number of Number Line,newkg1479,Square Root of a Real Number,Square Root of a Real Number,1,0,3,2,10
9,Mathematics,Arithmetic,Number Systems,122292,Exponents and Surds,Algebraic Identities of Square Roots of Real Numbers,newkg1480,Square Root of a Real Number,Square Root of a Real Number,2,0,0,0,8
9,Mathematics,Algebra,Polynomials,122298,Polynomials in One Variable,Algebraic Expressions,newkg1486,Algebraic Expressions,Algebraic Expressions,0,0,0,0,5
9,Mathematics,Algebra,Polynomials,122298,Polynomials in One Variable,Polynomial Expressions,newkg1487,Algebraic Expressions,Algebraic Expressions,3,0,1,3,10
9,Mathematics,Algebra,Polynomials,122298,Polynomials in One Variable,Notation of a Constant by a Letter,newkg1488,Algebraic Expressions,Algebraic Expressions,3,2,2,2,9
9,Mathematics,Algebra,Polynomials,122296,Algebraic Identities,Algebraic Identities,newkg1526,Algebraic Expressions,Algebraic Expressions,2,4,0,0,6
